Model Outputs
250
,,MJR_V2:LAbsAnkleAngle,,,MJR_V2:LAnkleAngles,,,MJR_V2:LAnkleForce,,,MJR_V2:LAnkleMoment,,,MJR_V2:LAnklePower,,,MJR_V2:LFE,,,,,,,,,MJR_V2:LFO,,,,,,,,,MJR_V2:LFootProgressAngles,,,MJR_V2:LGroundReactionForce,,,MJR_V2:LGroundReactionMoment,,,MJR_V2:LHipAngles,,,MJR_V2:LHipForce,,,MJR_V2:LHipMoment,,,MJR_V2:LHipPower,,,MJR_V2:LKneeAngles,,,MJR_V2:LKneeForce,,,MJR_V2:LKneeMoment,,,MJR_V2:LKneePower,,,MJR_V2:LNormalisedGRF,,,MJR_V2:LPelvisAngles,,,MJR_V2:LTI,,,,,,,,,MJR_V2:LTO,,,,,,,,,MJR_V2:PEL,,,,,,,,,MJR_V2:RAbsAnkleAngle,,,MJR_V2:RAnkleAngles,,,MJR_V2:RAnkleForce,,,MJR_V2:RAnkleMoment,,,MJR_V2:RAnklePower,,,MJR_V2:RFE,,,,,,,,,MJR_V2:RFO,,,,,,,,,MJR_V2:RFootProgressAngles,,,MJR_V2:RGroundReactionForce,,,MJR_V2:RGroundReactionMoment,,,MJR_V2:RHipAngles,,,MJR_V2:RHipForce,,,MJR_V2:RHipMoment,,,MJR_V2:RHipPower,,,MJR_V2:RKneeAngles,,,MJR_V2:RKneeForce,,,MJR_V2:RKneeMoment,,,MJR_V2:RKneePower,,,MJR_V2:RNormalisedGRF,,,MJR_V2:RPelvisAngles,,,MJR_V2:RTI,,,,,,,,,MJR_V2:RTO,,,,,,,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ,RX,RY,RZ,TX,TY,TZ,SX,SY,SZ
403,0,-15.8374,0,0,-21.2442,-7.83268,41.1336,0.135268,0.10389,-0.379001,64.7684,-1.48416e-15,40.0967,0,0,0.256167,25.9615,-14.5231,109.209,257.23,275.167,732.837,351.875,351.875,351.875,53.5964,-57.49,110.825,214.376,348.06,236.137,244.497,244.497,244.497,-63.8922,27.7891,-14.9557,,,,,,,44.8002,-5.85103,-9.28401,0.441821,0.0985554,0.624233,322.29,152.001,-45.761,0,0,0.624857,34.3917,-0.206369,-37.2038,-0.337431,0.472037,0.390352,-285.75,343.894,12.2,0,0,-2.64446,,,,20.0993,-3.02981,-10.5127,-4.89359,11.7623,148.707,265.613,208.45,328.496,392.894,392.894,392.894,53.5964,-57.49,110.825,193.343,418.764,201.488,81.4992,81.4991,81.4991,-17.29,15.4422,99.8662,415.414,157.174,1049.57,185.434,185.434,185.434,-20.6003,0,0,-24.423,-5.27519,31.6838,0.0415784,0.01485,-0.0179217,8.14915,-1.48416e-15,-3.49708,0,0,0.0103285,8.3826,-21.1122,85.1505,559.268,285.755,720.719,350.093,350.093,350.093,52.2638,-47.877,69.2109,650.12,411.338,228.041,246.616,246.616,246.616,-65.9225,9.48799,-2.9003,,,,,,,37.2774,-12.7767,-12.7142,0.704188,-0.0167673,-0.070851,-179.902,-40.5798,3.57231,0,0,-0.0480767,22.0856,-2.52469,-28.0914,0.159994,0.131508,-0.0167989,-41.803,0.642221,-5.54526,0,0,0.000792941,,,,20.0993,3.02981,10.5127,-8.09856,-7.0405,56.5319,628.09,259.814,315.989,393.358,393.358,393.358,52.2638,-47.877,69.2109,654.279,486.295,194.547,82.2055,82.2055,82.2055
404,0,-16.8188,0,0,-22.8932,-8.04067,41.9447,0.148235,0.0931398,-0.391177,65.28,-8.16289e-15,37.3215,0,0,0.295714,25.7444,-14.1816,109.271,257.67,276.117,726.168,352.542,352.542,352.542,52.9464,-58.4963,111.837,212.633,355.607,228.344,244.497,244.497,244.497,-63.9179,29.141,-14.7484,,,,,,,44.3551,-5.86045,-9.40702,0.442797,0.09694,0.639065,330.019,130.215,-41.8761,0,0,0.621453,33.0709,-0.173566,-38.0216,-0.359093,0.466188,0.401564,-302.038,350.814,7.46699,0,0,-2.55546,,,,20.0287,-2.88613,-10.4857,-3.90858,10.8335,149.633,262.777,215.741,320.913,392.759,392.759,392.759,52.9464,-58.4963,111.837,191.885,426.395,193.693,81.4992,81.4992,81.4991,-17.1155,15.478,99.8232,416.13,159.717,1044.13,185.434,185.434,185.434,-20.9459,0,0,-24.8293,-5.26762,31.6435,0.0372678,0.0130658,-0.0296597,5.87004,-1.48416e-15,-2.23682,0,0,0.00697814,8.4784,-20.9956,85.0673,559.339,288.232,714.642,350.433,350.433,350.433,52.0125,-47.4099,69.3186,650.082,412.434,220.513,246.616,246.616,246.616,-65.4552,9.61768,-2.77499,,,,,,,37.2105,-12.7413,-12.7173,0.694882,0.00102273,-0.0868833,-176.243,-37.8531,6.12424,0,0,-0.0424854,22.1526,-2.72141,-27.8567,0.15114,0.123823,-0.00655296,-49.4312,3.30819,-3.75306,0,0,0.00796739,,,,20.0287,2.88613,10.4857,-8.21723,-7.01806,56.7044,628.475,261.6,309.741,393.623,393.623,393.623,52.0125,-47.4099,69.3186,654.061,487.124,186.404,82.2054,82.2054,82.2055
405,0,-17.8509,0,0,-24.6556,-8.24131,42.7078,0.159497,0.0800974,-0.400721,64.7436,7.04977e-15,33.2197,0,0,0.3274,25.5605,-13.8633,109.332,258.037,277.266,719.424,353.243,353.243,353.243,52.1519,-59.4414,113.001,211.05,362.606,220.318,244.497,244.497,244.497,-63.806,30.6255,-14.5326,,,,,,,43.9269,-5.88399,-9.53155,0.424771,0.0897024,0.642327,338.993,104.407,-37.925,0,0,0.608856,31.8643,-0.150019,-38.8387,-0.382404,0.45804,0.406251,-316.24,353.442,1.96797,0,0,-2.41257,,,,19.9403,-2.74658,-10.4538,-2.98662,9.97784,150.547,260.023,222.692,313.443,392.638,392.638,392.638,52.1519,-59.4414,113.001,190.6,433.395,185.495,81.4991,81.4992,81.4991,-16.9323,15.4945,99.7775,416.851,162.278,1038.56,185.434,185.434,185.434,-21.2733,0,0,-25.2117,-5.25888,31.5969,0.0313898,0.0115891,-0.0429973,3.04815,-1.20588e-15,-1.02753,0,0,0.00329222,8.60261,-20.8858,84.9124,559.425,290.874,708.412,350.863,350.863,350.863,51.7497,-46.9432,69.4411,650.023,413.478,212.805,246.616,246.616,246.616,-64.9788,9.7324,-2.64725,,,,,,,37.148,-12.7001,-12.7881,0.681914,0.0177996,-0.0957067,-170.765,-35.0126,8.87032,0,0,-0.0336429,22.2636,-2.9447,-27.5438,0.138495,0.114022,0.00897467,-57.5583,6.19306,-1.8349,0,0,0.0180353,,,,19.9403,2.74658,10.4538,-8.35867,-6.97687,56.8879,628.842,263.357,303.329,393.908,393.908,393.908,51.7497,-46.9431,69.4411,653.82,487.889,178.073,82.2055,82.2055,82.2055
406,0,-18.9231,0,0,-26.5157,-8.43156,43.414,0.168739,0.0649756,-0.407603,63.1212,-1.8552e-15,27.8469,0,0,0.347579,25.4116,-13.5706,109.389,258.328,278.622,712.615,353.964,353.964,353.964,51.2193,-60.3206,114.299,209.651,369.055,212.07,244.497,244.497,244.497,-63.5653,32.2244,-14.3028,,,,,,,43.5197,-5.92061,-9.65326,0.389053,0.0779795,0.635452,348.61,75.3639,-33.9238,0,0,0.58659,30.778,-0.134807,-39.6442,-0.40742,0.448173,0.405648,-328.259,351.711,-4.04402,0,0,-2.2225,,,,19.8348,-2.61179,-10.4177,-2.13056,9.19954,151.438,257.363,229.29,306.067,392.531,392.531,392.531,51.2193,-60.3206,114.299,189.517,439.771,176.913,81.4992,81.4991,81.4992,-16.7412,15.4919,99.7301,417.572,164.851,1032.85,185.434,185.434,185.434,-21.5768,0,0,-25.5624,-5.24837,31.5408,0.0238397,0.0107891,-0.0579159,-0.33984,3.53648e-16,0.0273849,0,0,-0.000350177,8.75553,-20.7855,84.6833,559.529,293.686,702.028,351.38,351.38,351.38,51.4745,-46.4838,69.577,649.952,414.46,204.934,246.616,246.616,246.616,-64.497,9.82921,-2.52186,,,,,,,37.0922,-12.6552,-12.9292,0.662422,0.0338872,-0.0968259,-162.759,-32.1882,11.7673,0,0,-0.0214608,22.4229,-3.19315,-27.152,0.121247,0.101824,0.0298453,-66.1791,9.19004,0.128465,0,0,0.0317262,,,,19.8348,2.61179,10.4177,-8.52457,-6.91391,57.0808,629.184,265.072,296.758,394.206,394.206,394.206,51.4745,-46.4838,69.577,653.569,488.584,169.574,82.2055,82.2054,82.2055
407,0,-20.0229,0,0,-28.4532,-8.60861,44.0565,0.175518,0.0480329,-0.411918,60.3686,2.22624e-15,21.3123,0,0,0.353173,25.2989,-13.3053,109.437,258.546,280.189,705.749,354.691,354.691,354.691,50.1585,-61.1281,115.708,208.457,374.961,203.615,244.497,244.497,244.497,-63.2073,33.9139,-14.053,,,,,,,43.1366,-5.96899,-9.76717,0.338603,0.0623549,0.620307,357.859,44.0968,-29.8789,0,0,0.554128,29.8161,-0.126725,-40.4271,-0.433496,0.437203,0.40164,-337.879,345.719,-10.2497,0,0,-1.99325,,,,19.713,-2.48223,-10.3782,-1.34244,8.50244,152.292,254.81,235.523,298.77,392.44,392.44,392.44,50.1585,-61.1281,115.708,188.667,445.534,167.978,81.4992,81.4992,81.4992,-16.5432,15.4707,99.6817,418.286,167.431,1027,185.434,185.434,185.434,-21.8499,0,0,-25.8723,-5.23548,31.4719,0.0145752,0.0111117,-0.074129,-4.30348,-4.63801e-16,0.818607,0,0,-0.00341299,8.93718,-20.697,84.3792,559.656,296.674,695.49,351.98,351.98,351.98,51.1864,-46.0399,69.7253,649.875,415.37,196.919,246.616,246.616,246.616,-64.0144,9.90472,-2.40367,,,,,,,37.0454,-12.609,-13.1417,0.636685,0.048867,-0.0880873,-152.392,-29.4866,14.777,0,0,-0.00638672,22.6346,-3.4651,-26.6822,0.0992832,0.0875656,0.0564756,-75.1309,12.0341,2.04612,0,0,0.0495832,,,,19.713,2.48223,10.3782,-8.7166,-6.82611,57.2818,629.491,266.73,290.033,394.516,394.516,394.516,51.1864,-46.04,69.7253,653.323,489.2,160.933,82.2055,82.2054,82.2055
408,0,-21.1362,0,0,-30.4433,-8.77005,44.6303,0.179443,0.0296145,-0.413965,56.4594,1.48416e-15,13.779,0,0,0.3423,25.223,-13.0681,109.471,258.693,281.969,698.829,355.409,355.409,355.409,48.9827,-61.8576,117.198,207.486,380.336,194.976,244.497,244.497,244.497,-62.7463,35.6646,-13.7769,,,,,,,42.78,-6.02796,-9.86749,0.274784,0.0440522,0.598641,366.401,11.7629,-25.7429,0,0,0.512585,28.981,-0.124186,-41.1764,-0.460556,0.426041,0.395689,-345.031,335.811,-16.2913,0,0,-1.73475,,,,19.5758,-2.35847,-10.336,-0.62357,7.88982,153.095,252.375,241.384,291.533,392.361,392.361,392.361,48.9826,-61.8576,117.198,188.077,450.704,158.729,81.4992,81.4992,81.4992,-16.3393,15.4316,99.633,418.989,170.013,1021,185.434,185.434,185.434,-22.0852,0,0,-26.1316,-5.2196,31.3869,0.00346978,0.0127691,-0.0914365,-8.85706,-1.8552e-16,1.27549,0,0,-0.0051932,9.14737,-20.6226,84.0011,559.808,299.845,688.801,352.656,352.656,352.656,50.8858,-45.6203,69.8854,649.799,416.201,188.784,246.616,246.616,246.616,-63.5364,9.95509,-2.29727,,,,,,,37.0097,-12.5635,-13.4247,0.602008,0.062022,-0.0715815,-139.137,-26.5922,17.8178,0,0,0.0108156,22.903,-3.75888,-26.1369,0.0724736,0.0707839,0.0879137,-84.2325,14.6784,3.86039,0,0,0.072297,,,,19.5758,2.35847,10.336,-8.93635,-6.71035,57.4896,629.754,268.314,283.161,394.833,394.833,394.833,50.8858,-45.6202,69.8854,653.094,489.734,152.18,82.2054,82.2055,82.2055
409,0,-22.2474,0,0,-32.4573,-8.914,45.1323,0.180137,0.0100063,-0.414142,51.385,-4.45249e-15,5.43739,0,0,0.314683,25.1836,-12.8592,109.485,258.772,283.958,691.854,356.108,356.108,356.108,47.7086,-62.5025,118.735,206.752,385.196,186.178,244.497,244.497,244.497,-62.1987,37.4422,-13.469,,,,,,,42.4518,-6.0961,-9.94783,0.200045,0.0239752,0.571562,373.542,-20.3457,-21.4812,0,0,0.462916,28.2735,-0.125251,-41.8817,-0.487591,0.415388,0.389568,-349.531,322.444,-21.8149,0,0,-1.4569,,,,19.4242,-2.24082,-10.2919,0.025346,7.36429,153.834,250.068,246.867,284.337,392.294,392.294,392.294,47.7086,-62.5025,118.735,187.77,455.305,149.212,81.4992,81.4992,81.4992,-16.1303,15.3752,99.5849,419.675,172.592,1014.84,185.434,185.434,185.434,-22.2748,0,0,-26.3295,-5.20022,31.2829,-0.00960516,0.0160547,-0.109596,-14.0095,-9.27601e-16,1.33055,0,0,-0.00480966,9.38537,-20.5646,83.5522,559.99,303.198,681.964,353.401,353.401,353.401,50.5741,-45.2338,70.0571,649.727,416.945,180.552,246.616,246.616,246.616,-63.0695,9.97628,-2.20682,,,,,,,36.9871,-12.5208,-13.7753,0.558053,0.0726075,-0.0459704,-123.045,-23.4439,20.8526,0,0,0.028972,23.2315,-4.07239,-25.521,0.0407262,0.0517445,0.124203,-93.307,16.9314,5.51113,0,0,0.100208,,,,19.4242,2.24082,10.2919,-9.18528,-6.56359,57.7032,629.965,269.806,276.15,395.154,395.154,395.154,50.5741,-45.2338,70.0571,652.892,490.182,143.348,82.2055,82.2054,82.2055
410,0,-23.3397,0,0,-34.4624,-9.03934,45.5622,0.177142,-0.0104354,-0.412711,45.1462,0,-3.48737,0,0,0.271805,25.1799,-12.6777,109.474,258.787,286.149,684.821,356.778,356.778,356.778,46.3564,-63.0564,120.282,206.267,389.56,177.254,244.497,244.497,244.497,-61.5824,39.2087,-13.1245,,,,,,,42.1531,-6.1721,-10.0012,0.118395,0.00385919,0.541958,378.367,-50.8087,-17.054,0,0,0.406163,27.6931,-0.127564,-42.5331,-0.513476,0.405739,0.384977,-351.157,306.162,-26.4805,0,0,-1.16942,,,,19.2593,-2.12968,-10.2468,0.604043,6.92781,154.495,247.899,251.97,277.163,392.234,392.234,392.234,46.3564,-63.0564,120.282,187.761,459.367,139.483,81.4991,81.4992,81.4991,-15.9176,15.3026,99.538,420.342,175.162,1008.5,185.434,185.434,185.434,-22.4096,0,0,-26.4546,-5.17692,31.1576,-0.0248716,0.0213715,-0.128551,-19.7733,-1.8552e-16,0.921667,0,0,-0.00119368,9.65008,-20.525,83.0381,560.204,306.735,674.98,354.204,354.204,354.204,50.2538,-44.89,70.2406,649.663,417.597,172.254,246.616,246.616,246.616,-62.621,9.96379,-2.1357,,,,,,,36.9796,-12.4827,-14.1881,0.502805,0.080868,-0.011099,-103.637,-20.2268,23.8794,0,0,0.0467354,23.6238,-4.4033,-24.8414,0.00330698,0.0306705,0.164886,-102.338,18.6186,6.93897,0,0,0.133629,,,,19.2593,2.12968,10.2468,-9.4646,-6.38289,57.9215,630.114,271.187,269.01,395.477,395.477,395.477,50.2538,-44.89,70.2406,652.726,490.543,134.476,82.2055,82.2055,82.2054
411,0,-24.3955,0,0,-36.4235,-9.14581,45.9221,0.170382,-0.0316661,-0.410086,37.8146,2.96832e-15,-12.7879,0,0,0.217325,25.211,-12.5223,109.43,258.744,288.534,677.727,357.409,357.409,357.409,44.949,-63.5142,121.797,206.032,393.455,168.239,244.497,244.497,244.497,-60.9172,40.9235,-12.7399,,,,,,,41.885,-6.2547,-10.0202,0.0336054,-0.0148512,0.511027,380.181,-78.5822,-12.4009,0,0,0.343653,27.2383,-0.12839,-43.1216,-0.537225,0.397101,0.382845,-349.889,287.5,-30.053,0,0,-0.881872,,,,19.0826,-2.02538,-10.2013,1.11254,6.58168,155.063,245.878,256.691,269.995,392.176,392.176,392.176,44.949,-63.5142,121.797,188.06,462.925,129.6,81.4992,81.4991,81.4991,-15.7021,15.2149,99.493,420.987,177.717,1001.98,185.434,185.434,185.434,-22.4798,0,0,-26.4946,-5.14933,31.0088,-0.0425119,0.0285416,-0.148093,-26.1459,-7.42081e-16,0.0795607,0,0,0.0069869,9.93993,-20.5055,82.4666,560.455,310.451,667.856,355.054,355.054,355.054,49.929,-44.5988,70.437,649.607,418.153,163.922,246.616,246.616,246.616,-62.1992,9.91274,-2.0864,,,,,,,36.9888,-12.451,-14.6554,0.435242,0.0865288,0.0320888,-80.8089,-16.5636,26.8293,0,0,0.0622306,24.0827,-4.74872,-24.1067,-0.0396269,0.00720777,0.209465,-111.111,19.8283,8.15417,0,0,0.172836,,,,19.0826,2.02538,10.2013,-9.7753,-6.16555,58.1444,630.191,272.44,261.75,395.799,395.799,395.799,49.929,-44.5988,70.4371,652.6,490.822,125.607,82.2055,82.2054,82.2055
412,0,-25.3958,0,0,-38.3029,-9.23413,46.2172,0.159361,-0.0535738,-0.406873,29.4369,-2.96832e-15,-22.231,0,0,0.156281,25.2753,-12.3914,109.346,258.649,291.101,670.564,357.996,357.996,357.996,43.5123,-63.8727,123.237,206.048,396.906,159.172,244.497,244.497,244.497,-60.2236,42.5448,-12.3134,,,,,,,41.648,-6.34256,-9.99764,-0.0504838,-0.0311359,0.481282,378.373,-102.495,-7.55511,0,0,0.276977,26.9066,-0.12468,-43.6391,-0.5577,0.389999,0.384679,-345.635,267.201,-32.3321,0,0,-0.602825,,,,18.8955,-1.9281,-10.1561,1.55095,6.3266,155.526,244.013,261.031,262.819,392.114,392.114,392.114,43.5123,-63.8726,123.237,188.668,466.018,119.629,81.4992,81.4992,81.4991,-15.4852,15.1133,99.4504,421.606,180.254,995.268,185.434,185.434,185.434,-22.4747,0,0,-26.4366,-5.11725,30.8352,-0.0626686,0.0374055,-0.168032,-33.1052,1.8552e-15,-1.14408,0,0,0.0212798,10.2527,-20.508,81.8484,560.744,314.339,660.593,355.938,355.938,355.938,49.605,-44.37,70.6481,649.557,418.612,155.591,246.616,246.616,246.616,-61.8138,9.81781,-2.0603,,,,,,,37.0162,-12.4272,-15.1668,0.356314,0.088223,0.0836391,-54.9591,-12.0244,29.6459,0,0,0.0734442,24.6109,-5.10515,-23.3278,-0.0874935,-0.0185862,0.257325,-119.396,20.603,9.17145,0,0,0.217687,,,,18.8955,1.9281,10.1561,-10.1181,-5.9091,58.3719,630.19,273.543,254.382,396.119,396.119,396.119,49.605,-44.3701,70.6481,652.513,491.023,116.788,82.2055,82.2055,82.2055
413,0,-26.3211,0,0,-40.0617,-9.30598,46.4548,0.14416,-0.0762971,-0.403464,20.1582,2.96832e-15,-31.5959,0,0,0.0954051,25.3714,-12.2826,109.217,258.507,293.839,663.322,358.533,358.533,358.533,42.0742,-64.1315,124.561,206.306,399.946,150.092,244.497,244.497,244.497,-59.5232,44.0308,-11.8452,,,,,,,41.4428,-6.43447,-9.92619,-0.128936,-0.0438461,0.453653,372.116,-121.95,-2.517,0,0,0.207296,26.6953,-0.113012,-44.0787,-0.573915,0.383815,0.391262,-338.502,245.788,-33.2553,0,0,-0.33964,,,,18.6997,-1.83794,-10.1119,1.9193,6.16273,155.871,242.314,264.991,255.623,392.039,392.039,392.039,42.0742,-64.1315,124.561,189.577,468.689,109.637,81.4991,81.4992,81.4992,-15.2679,14.9994,99.4106,422.198,182.767,988.351,185.434,185.434,185.434,-22.3825,0,0,-26.2674,-5.08059,30.636,-0.0856244,0.0477741,-0.188359,-40.6257,1.11312e-15,-2.67229,0,0,0.0434309,10.5859,-20.5341,81.1962,561.073,318.39,653.198,356.84,356.84,356.84,49.2889,-44.2136,70.8763,649.508,418.976,147.302,246.616,246.616,246.616,-61.4751,9.67343,-2.05761,,,,,,,37.0629,-12.4126,-15.7097,0.265455,0.0863756,0.14463,-25.9834,-6.56779,32.3051,0,0,0.0784173,25.2105,-5.46843,-22.517,-0.140654,-0.046791,0.30843,-127.184,21.0673,10.0186,0,0,0.268268,,,,18.6997,1.83794,10.1119,-10.4933,-5.61144,58.6044,630.103,274.479,246.919,396.435,396.435,396.435,49.2889,-44.2136,70.8763,652.46,491.156,108.071,82.2055,82.2055,82.2055
414,0,-27.1508,0,0,-41.6601,-9.36398,46.6451,0.124619,-0.10006,-0.400377,10.1202,-2.96832e-15,-40.6491,0,0,0.0419515,25.4979,-12.1937,109.036,258.323,296.735,655.994,359.014,359.013,359.014,40.6644,-64.2938,125.725,206.792,402.608,141.044,244.497,244.497,244.497,-58.8383,45.3409,-11.3372,,,,,,,41.2699,-6.52932,-9.79941,-0.198029,-0.0519578,0.431709,361.025,-136.357,2.63448,0,0,0.1363,26.6017,-0.0897752,-44.4343,-0.585279,0.378677,0.403977,-328.667,223.926,-32.8241,0,0,-0.0983459,,,,18.497,-1.75493,-10.0691,2.21735,6.08983,156.088,240.789,268.572,248.397,391.945,391.945,391.945,40.6644,-64.2938,125.725,190.771,470.987,99.695,81.4992,81.4992,81.4991,-15.0517,14.8748,99.3739,422.761,185.25,981.217,185.434,185.434,185.434,-22.1911,0,0,-25.9733,-5.03935,30.4109,-0.111476,0.0589157,-0.209008,-48.63,3.15385e-15,-4.34526,0,0,0.0753317,10.9361,-20.5854,80.5248,561.445,322.589,645.674,357.745,357.745,357.745,48.9888,-44.1396,71.1243,649.454,419.249,139.096,246.616,246.616,246.616,-61.1948,9.47366,-2.07736,,,,,,,37.1298,-12.4084,-16.2692,0.164417,0.0799066,0.214632,5.52046,0.397323,34.705,0,0,0.0751669,25.8831,-5.83352,-21.6883,-0.198208,-0.0775933,0.361979,-134.283,21.5413,10.7727,0,0,0.324423,,,,18.497,1.75493,10.0691,-10.9011,-5.27092,58.843,629.924,275.226,239.374,396.744,396.744,396.744,48.9889,-44.1396,71.1243,652.434,491.235,99.5125,82.2055,82.2055,82.2054
415,0,-27.8632,0,0,-43.0576,-9.41155,46.8002,0.100865,-0.125098,-0.39818,-0.480053,0,-49.1294,0,0,0.00326887,25.6536,-12.1225,108.798,258.101,299.777,648.571,359.436,359.436,359.436,39.314,-64.3665,126.687,207.489,404.928,132.074,244.497,244.497,244.497,-58.1916,46.4366,-10.793,,,,,,,41.1303,-6.62614,-9.61182,-0.255191,-0.0551058,0.417922,345.125,-145.592,7.81964,0,0,0.0657955,26.6233,-0.0511744,-44.7006,-0.591704,0.374424,0.423541,-316.512,202.242,-31.1226,0,0,0.116647,,,,18.2894,-1.67897,-10.0282,2.44447,6.10731,156.166,239.445,271.772,241.136,391.822,391.822,391.822,39.314,-64.3665,126.687,192.227,472.962,89.8773,81.4991,81.4992,81.4991,-14.8379,14.7413,99.3406,423.295,187.699,973.858,185.434,185.434,185.434,-21.8873,0,0,-25.5405,-4.99363,30.1602,-0.140474,0.0704082,-0.230198,-57.0245,-6.67873e-15,-6.0385,0,0,0.118823,11.2997,-20.6632,79.851,561.861,326.92,638.025,358.638,358.638,358.638,48.7142,-44.1581,71.3955,649.385,419.436,131.02,246.616,246.616,246.616,-60.985,9.21232,-2.11754,,,,,,,37.2174,-12.4154,-16.8288,0.0541744,0.0692712,0.295466,39.3538,8.77753,36.8058,0,0,0.0621127,26.6297,-6.19449,-20.8564,-0.260549,-0.110813,0.418216,-140.841,22.258,11.4704,0,0,0.386457,,,,18.2894,1.67897,10.0282,-11.3413,-4.88632,59.0891,629.649,275.767,231.764,397.042,397.042,397.043,48.7142,-44.1581,71.3955,652.423,491.275,91.1744,82.2055,82.2054,82.2055
416,0,-28.436,0,0,-44.2141,-9.4527,46.9336,0.0729505,-0.151706,-0.397228,-11.4442,0,-56.7529,0,0,-0.0142697,25.8376,-12.067,108.498,257.845,302.955,641.044,359.797,359.797,359.797,38.0548,-64.3606,127.409,208.373,406.946,123.23,244.497,244.497,244.497,-57.6062,47.2824,-10.218,,,,,,,41.025,-6.72411,-9.3592,-0.296974,-0.0536775,0.4162,324.166,-149.898,12.9627,0,0,-0.00259608,26.7582,0.0066865,-44.8732,-0.593361,0.370612,0.451607,-302.448,181.235,-28.278,0,0,0.302666,,,,18.079,-1.60986,-9.98932,2.59948,6.21436,156.1,238.288,274.592,233.836,391.662,391.662,391.662,38.0548,-64.3606,127.409,193.916,474.671,80.2602,81.4992,81.4992,81.4992,-14.6277,14.6011,99.3106,423.799,190.109,966.263,185.434,185.434,185.434,-21.4576,0,0,-24.9553,-4.94348,29.8836,-0.172723,0.081329,-0.251577,-65.6602,-0,-7.57701,0,0,0.17551,11.6728,-20.769,79.1926,562.32,331.361,630.256,359.5,359.5,359.5,48.4753,-44.2793,71.6936,649.293,419.547,123.124,246.616,246.616,246.616,-60.8589,8.88284,-2.17535,,,,,,,37.3263,-12.4344,-17.3703,-0.06007,0.0527218,0.386884,73.6765,19.3876,38.3628,0,0,0.0383258,27.4512,-6.5444,-20.0362,-0.325216,-0.146751,0.476682,-146.435,23.6238,12.1744,0,0,0.453299,,,,18.079,1.60986,9.98932,-11.8134,-4.45686,59.3448,629.275,276.083,224.105,397.328,397.328,397.328,48.4753,-44.2793,71.6935,652.413,491.295,83.122,82.2055,82.2054,82.2055
417,0,-28.8461,0,0,-45.0895,-9.49179,47.0597,0.0411024,-0.180057,-0.398072,-22.5533,-8.90497e-15,-63.2034,0,0,-0.00601584,26.0494,-12.0254,108.135,257.557,306.26,633.405,360.096,360.096,360.096,36.9186,-64.2907,127.853,209.419,408.703,114.562,244.497,244.497,244.497,-57.1055,47.8462,-9.61867,,,,,,,40.9556,-6.82258,-9.03907,-0.322968,-0.0476159,0.430819,298.944,-149.498,17.9573,0,0,-0.0666432,27.0049,0.0875668,-44.9483,-0.591202,0.367734,0.489287,-287.104,161.58,-24.4486,0,0,0.458915,,,,17.8682,-1.54732,-9.95276,2.6808,6.4099,155.883,237.325,277.03,226.497,391.458,391.458,391.458,36.9186,-64.2907,127.853,195.802,476.174,70.9227,81.4992,81.4992,81.4991,-14.4226,14.4563,99.2838,424.273,192.475,958.423,185.434,185.434,185.434,-20.8882,0,0,-24.2038,-4.88893,29.5811,-0.208345,0.0908405,-0.273397,-74.3582,-1.14095e-14,-8.82172,0,0,0.246467,12.0511,-20.9041,78.568,562.823,335.89,622.37,360.317,360.317,360.317,48.2828,-44.5139,72.0218,649.167,419.589,115.461,246.616,246.616,246.616,-60.8302,8.4787,-2.24734,,,,,,,37.4565,-12.4658,-17.8751,-0.176103,0.0304439,0.49137,107.903,32.245,39.2154,0,0,0.00351045,28.3478,-6.87542,-19.2421,-0.392279,-0.185473,0.537999,-151.249,26.0586,12.9099,0,0,0.525177,,,,17.8682,1.54732,9.95276,-12.3169,-3.98219,59.6127,628.8,276.157,216.417,397.595,397.595,397.595,48.2828,-44.514,72.0218,652.39,491.314,75.4251,82.2055,82.2055,82.2055
